HOM	1	30.68
HOM	2	28.16
HOM	3	32.08
HOM	4	31.65
HOM	5	30.25
HET	1	32.51
HET	2	30.82
HET	3	34.17
HET	4	34.27
HET	5	33.8
WLD	1	34.95
WLD	2	32.33
WLD	3	37.1
WLD	4	35.76
WLD	5	36.7
